@id,id,_collection,_label,Author,_century,year,Manuscript number,Title,Language,Library/Collection,City,Theme,keywords,attribution,_description,imgUrl,Bibliography
https://iiifmanifests.ifilosofia.up.pt/api/manifests/83a7933b-b44f-4681-be6b-6c5afd6a14a2.json,83a7933b-b44f-4681-be6b-6c5afd6a14a2,Relational Schemes,Elemental Properties,Calcidius,12th century,12,MS. Digby 23a,Timaeus,Latin,"Bodleian Libraries, University of Oxford",England or France (?),Natural Philosophy,Natural Philosophy,Plato,"Designed according to an established graphical formula associated with the theme of the Harmony of the Spheres, this diagram presents the relationships between elements of matter and their properties (according to Proclus). The central axis contains six circles for the properties: Acutus/sharp, Subtilis/subtle, Mobilis/mobile, Obtusus/blunt, Corpolenta/dense and Immobilis/immobile. Connecting pairs of properties, there are four arches to the left which in turn are connected to the four elements (which in turn are also connected by smaller arches to their left: these connections are related to Empedoclean diagrams (elemental qualities: hot, dry, cold, wet). There are also three arches to the right containing labels with the notation 'Conntraria'. Relationships are therefore established between elements and their sensible qualities and neoplatonic properties. Bellow the elements diagram, there is a second circular diagram establishing the relationship between elements, their qualities and the seasons of the year.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/92b6b45f-af8d-4b50-b7bb-cb3ca6b442d7_Elemental%20Properties.jpg,"Otto Pacht and J. J. G. Alexander, Illuminated Manuscripts in the Bodleian Library Oxford, I (1966), no. 475 [part 1]."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/06cf6adb-0ed5-4bbc-976f-f7ffe85a23d9.json,06cf6adb-0ed5-4bbc-976f-f7ffe85a23d9,Data (Storage / Indices / Tables / Charts),Days in Months,?,Late 12th century,12,Latin 9376,Calendarium et Chronica,Latin,"Bibliotheque Nationale de France, Department des Manuscrits",Tewkesbury,Computus,Computus,?,"This codex contains a miscellany of texts from the 9th to the 13th century, related to ecclesiastical life and history, all of which connected to Benedictine textual tradition of the turn of the millennium, with texts attributed to various authors. The diagram is an opening piece of the Calendarium et Chronica of the Abbey of Twekesbury, in Gloucestershire. It explains to the reader how to determine the number of days in each month. The information is presented in clusters (months with the same number of days). Bellow it, but part of the overall design, is a table with the concurrentes - the days between the last Sunday of a given year and the beginning of January of the following year, and the epacts - the dates of the Age of the Moon (days since the last New Moon). This visual composition is commonly found in calendars, chronicles and computistical materials from Anglo-Saxon territories.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/fab68d34-083b-49be-b256-f9be2aa2a21c_Days%20in%20Months.jpg,"Notice rédigée par Laura Albiero et Francesco Siri (mai 2017) dans le cadre de 'France-Angleterre, 700-1200 : manuscrits médiévaux de la Bibliothèque nationale de France et de la British Library, un programme de la Fondation Polonsky'."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/83b137cd-c14c-43ee-8663-8fb8bda26801.json,83b137cd-c14c-43ee-8663-8fb8bda26801,Relational Schemes,Arbor virtutum,Robert de Lisle,c. 1310,14,"Arundel 83, f. 129",Psalter,"Latin, with French and English",British Museum,London,Religion,Religion,"Robert de Lisle, Psalter","Arbor virtutum, whose root is humility (humilitas), the trunk is the way of life (via vite), and the fruit is the fruit of the spirit (fructus spiritus). The Tree of Virtues grows from the lily-vase of the Annunciation, representing the purity of the Virgin, into seven branches of circular clusters (identified by the Roman numerals I to VII), each representing one of the seven virtues (prudentia, fortitudo, iustitia, temperantia, fides, spes, caritas) and its seven subsidiaries (for instance, in charity’s case, these are concordia, misericordia, indulgencia, compassio, pax, pietas and gratia). At the base of the Tree are Archangel Gabriel and Blessed Virgin Mary and, on the top, two angels and Jesus Christ (represented by His head, surrounded by a blue celestial halo, also suggesting to be a crown of thorns, reminiscent of Heaven and resurrection). At the bottom of the image, there are the four cardinal virtues recognized in the Bible, allegorical female personifications of Prudence, Justice, Fortitude, and Temperance. Prudence (prudentia), the ability to discern the appropriate course of action to be taken in a given situation at the appropriate time, is represented with one bird perched on the right arm of the female figure who is carefully looking at a strange animal perched on her left arm; Justice (iustitia), considered as fairness and righteousness, whose attributes are a sword and a balance; Fortitude (fortitudo), armed with a sword and a shield, representing the ability to face fear and uncertainty; and Temperance (temperantia) bears a torch in one hand and a chalice in the other, known as restraint and moderation tempering the appetition.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/3acb689c-959c-4279-8188-b73ae56d945f_arvore%20das%20virtudes%20salmos.png,
https://iiifmanifests.ifilosofia.up.pt/api/manifests/0953127b-451f-425c-be99-f138efdc7ab9.json,0953127b-451f-425c-be99-f138efdc7ab9,Relational Schemes,Scutum Fidei,Peter of Poitiers,c. 1210,13,"Cotton Faustina manuscript B. VII, f. 42v.",Compendium Historiae in Genealogia Christi,Latin,British Library,London,Religion,Religion,"Peter of Poitiers, Compendium Historiae in Genealogia Christi","Folio 42v features the chronologically earliest known version of the “Scutum Fidei” or Shield of the Trinity, a symbol which logically expresses the ""paradox"" of the Christian doctrine of the Trinity and in which there are a representation of the Crucifixion and the words ""Pater"", ""Spiritus Sanctus"" and ""Filius"" in the three outer nodes and ""Deus"" in the centre node. Following the six links in the triangular diagram, twelve propositions can be read of the Latin: “The Father is God, the Son is God, the Holy Spirit is God; God is the Father, God is the Son, God is the Holy Spirit; the Father is not the Son, the Son is not the Father, the Father is not the Holy Spirit, the Holy Spirit is not the Father, the Son is not the Holy Spirit, the Holy Spirit is not the Son”. “The Father and the Son and the Holy Spirit” are one name for God because three persons exist in God. The doctrine of the Trinity holds that God exists as three equally divine “persons” and is one: the three persons are distinct, yet are one consubstantial.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/fad21dad-d6ac-4f68-bd05-8d48c617f539_escudo%20da%20trindade.jpg,
https://iiifmanifests.ifilosofia.up.pt/api/manifests/8474d90c-2878-464d-9d83-93d91a7c2c11.json,8474d90c-2878-464d-9d83-93d91a7c2c11,Demonstrative Graphics,Musical Intervals,Calcidius,12th century (?),12,MS. Auct. F. 3. 15,Timaeus,Latin,"Bodleian Libraries, University of Oxford",Ireland,Music Theory,Music Theory,Plato,"This diagram is part of a composite manuscript from the 12th century. It is the last folio (f. 20r) of a translation of Plato's Timaeus by Calcidius, and it precedes a treatise on computus. The Timaeus was an indispensable work for the philosophy of music in the Middle Ages (and Calcicius' partial translation from Greek had a significant impact); scales had not only a mathematical meaning, but also a metaphysical relationship to beauty and order. The study of musical harmony was taught in the quadrivium in conjunction with astronomy because it was considered intimately connected to the movements of astral bodies and even with personality traits (idiotetes).
Diagrams of musical intervals normally contain depictions of distances (numeric, between notes), types (tones and semitones) and harmonics (notes played at the same time) on a scale. They have been used in Music Theory since classical times (the first account of the relationship between precise distances in pitch can be traced to Pythagoras) and assumed two main visual representations: triangles (called Lambda Diagrams) and spheres; assuming a direct relationship to philosophical concepts - namely natural philosophy - and, during the Middle Ages, they conveyed also religious exegeses. 
In this case, we have a laid down triangle containing information related to Pythagorean number series on the inside (chosen by Calcidius to illustrate density of sound), and musical intervals on the outside, positioned as orthogonal labels, such as diapente (every fifth) or diapason (octave).
",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/ab775efa-9a93-4ce6-b957-2fda21eb5e6d_Musical%20Intervals.jpg,"ANNA SOMFAI, CALCIDIUS' COMMENTARY ON PLATO'S TIMAEUS AND ITS PLACE IN THE COMMENTARY TRADITION: THE CONCEPT OF ANALOGIA IN TEXT AND DIAGRAMS, Bulletin of the Institute of Classical Studies, Volume 47, Issue Supplement_83_Part_1, January 2004, Pages 203-220."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/0a5fc9c0-e6b2-4485-b420-b6e8a6c6827a.json,0a5fc9c0-e6b2-4485-b420-b6e8a6c6827a,Text-Diagrams,Arma Christi: symbols of the Passion of Christ,?,1st half of the 15th century,15,"Harley 211, f. 135","Prayers, including to the Trinity",Latin and English,British Library,London,Religion,Religion,?,"Inside a shield are some symbols of Christ's sufferings during his Passion: the cross on which he was crucified, his bloody hands and feet showing the holes through which nails that affixed him to the cross passed, and the pointed spear launched by a Roman soldier which pierced the heart of Jesus (the last of the Five Wounds).",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/bc912c8f-7153-4c86-a04f-887f74a02b43_simbolos%20paixao.png,"- Lisa H. Cooper & Andrea Denny-Brown (eds.), The Arma Christi in Medieval and Early Modern Material Culture. With a Critical Edition of 'O Vernicle', Routledge, 2014."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/88095943-f9f6-4d60-ae10-caf65ffce1c1.json,88095943-f9f6-4d60-ae10-caf65ffce1c1,Text-Diagrams,Drawings,Johannes de Sacro Bosco,1st half of the 16th century,16,"Egerton 845, ff. 15v-16","Alchemical treatise and diagrams, fragmentary, English verse on alchemy",English,British Museum,London,Alchemy,Alchemy,"Johannes de Sacro Bosco, Alchemical treatise","These two folios depict important alchemical imagery. On the left, drawings of a frog, a crescent moon combined with a sun, a snake, an eagle and rain falling or dew. The flying aquila represents the spiritual force which will unite the opposing forces. On the right, an alembic and flask containing the frog, the snake, a naked man and woman embracing, the eagle and the liquid element. All of these are symbols representing different stages of an alchemical process of transformation.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/c5f9b720-f9b3-484b-8756-1901c24d2385_alquimia%20homem%20mulher%20abracados.png,
https://iiifmanifests.ifilosofia.up.pt/api/manifests/0d4d6370-5559-4a64-8dde-b490350dd9c7.json,0d4d6370-5559-4a64-8dde-b490350dd9c7,Relational Schemes,Spherical Earth,"Petrus Apianus, Gemma Frisius",1584,16,GMM/73,Cosmographia sive Descriptio universi orbis,Latin,Biblioteca Nacional de Espanha,Antuerpiae,Astronomy,Astronomy,"Petrus Apianus, Gemma Frisius","The diagram of the spherical earth, on page 16 of this astronomical compilation, is the result of a combination of four woodcuts, each preceded by a short paragraph. Text and images function here as a conditional clause, in which the action portrayed in the diagram can only occur if the conditions in the sentence take place.
The four components present the same scenario: to the left, the Sun; to the right, the Moon; in the centre, the Earth. In the first example the earth takes a round shape and projects a round shadow on the moon; the following three examples are the prove of this by absurdum, showing the result of the earth taking the shape of a triangle, a square and an hexagon.
",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/9b06dffc-362f-42dd-9c18-60583f2316da_Spherical%20Earth.jpg,"Gislen, Lars. (2018). A COMMMENTARY ON THE VOLVELLES IN PETRUS APIANUS' ASTRONOMICUM CAESAREUM. Journal of Astronomical History and Heritage. 21. 135-201. 10.3931/e-rara-8724."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/885393ca-d870-48d8-adbd-e13302f19672.json,885393ca-d870-48d8-adbd-e13302f19672,Knowledge-Experience Simulations,Moon Light,"Petrus Apianus, Frisius Gemma",1548,16,R/113,Libro dela [sic] Cosmographia,Spanish,Biblioteca Nacional de Espanha,Basel,Astronomy,Astronomy,Petrus Apianus,"The diagram on folio 54 illustrates a general rule added by Petrus Apianus to the second part of the Libro dela Cosmografia. It is a very common image of the fases of the moon, with the sun on top, radiating tangent lines to the sides of the moon as it rotates around the observer (represented as an eye) in the centre. Tangent lines to the moon also radiate from the eye; the interaction between these and the former create a tripartite division of the moon’s surface. This is the uncommon feature of this diagram formula: Apianus gives the reader three components for a correct understanding of how moonlight is seen from earth: the variation of the geometrical light/dark angle, and the actual area of visible light.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/bfc2f461-7175-4dba-9396-280f0dd632a8_Moon%20Light.jpg,"Gislen, Lars. (2018). A COMMMENTARY ON THE VOLVELLES IN PETRUS APIANUS' ASTRONOMICUM CAESAREUM. Journal of Astronomical History and Heritage. 21. 135-201. 10.3931/e-rara-8724."
https://iiifmanifests.ifilosofia.up.pt/api/manifests/0fc110a5-83b9-4e80-8d5d-0fccad85742e.json,0fc110a5-83b9-4e80-8d5d-0fccad85742e,Data (Storage / Indices / Tables / Charts),The Twelve Winds,Byrthtferth of Ramsey,1130,12,Harley MS 3667,Easter Table (imperfect); A letter from Dionysius...,Latin and Old English,The British Library,"Peterborough, England.",Natural Science,Natural Science,Byrthtferth of Ramsey,"The twelve Greek winds, or the twelve winds of Aristoteles, is a common theme in medieval scientific works, from the 6th to the 13th centuries. This 12th century textbook, produced at Peterborough, is a compilation of computus materials, possibly assembled by Byrthferth of Ramsey a century earlier. 
The diagram of the winds is located on folio 5v and is followed by six other full-page diagrams that combine classical thought and Christian natural science. It is composed of a rotae with twelve rays ending in small circles with illustrations of the winds (heads with wings blowing air) and each is labelled with its name in two forms. The winds were often used to indicate directions or to identify the kind of weather related to them.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/4257cae1-858d-429b-b1c4-06fc876a5c8d_The%20Twelve%20Winds.jpg,"Doyle, Kathleen and Charlotte Denoel, Medieval Illumination: Manuscript Art in England and France 700-1200 (London: British Library, 2018)"
https://iiifmanifests.ifilosofia.up.pt/api/manifests/8981b90e-eb3c-4044-a489-697900ee5049.json,8981b90e-eb3c-4044-a489-697900ee5049,Demonstrative Graphics,The Intellect Scale,Ramon Llull,1512,16,"SUB Göttingen: HG-MAG, 8 PHIL II, 73","De ascensu et descensu intellectus (in ""De nova logica, de correlativis necnon et de ascensu et descensu intellectus"")",Latin,Niedersächsische Staats- und Universitätsbibliothek Göttingen,Göttingen,Gnoseology,Gnoseology,"Ramon Llull, De ascensu et descensu intellectus","The “Liber de ascensu et descensu intellectus” (Book of the Ascent and Descent of the Mind) was written circa 1305 and, in its first printed edition (1512, Valencia, p. 143), it features the “Ladder of Ascent and Descent of the Mind”, a diagram of the “scala intellectus” depicted as an eight-step staircase in the following sequence of labelled forms, from lowest to highest: stones (“lapis”), fire (“flamma”), plants (“planta”), brute animals (“brutum”), man (“homo”), and lastly, in heaven (“coelum”), angels (“angelus”) and God (“Deus”). The ladder represents the theory of knowledge: the acquisition of knowledge (“sapientia”) of the world – by the external senses, the imagination and the higher faculties of the soul in the intellect – is gradual and is explained by a scale. The human soul can traverse a twofold process or two paths: it can ascend the ladder and understand superior beings through the principles and, vice-versa, descend the ladder and recognize the principles through other corporeal beings which are less abstract and complex (a movement going from the universal to the particular).",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/6b2bee78-5653-4a62-af04-6a2cd775a704_escala%20da%20natureza%20lulio.jpg,
https://iiifmanifests.ifilosofia.up.pt/api/manifests/1178d0d2-4e95-486a-8e40-912da1e16056.json,1178d0d2-4e95-486a-8e40-912da1e16056,Text-Diagrams,Wheel of Fortune,?,first half of the 13th century,13,"Latin, 11560, f. 129v","Emblèmes bibliques, volume comprenant la fin de Job, le Psautier, les livres de Salomon et les Prophètes",Latin,Bibliothèque nationale de France,Paris,Ethics,Ethics,?,"From the Bible Moralisée, Fortune holding and turning her wheel with a sitting king at the top (with his crown and scepter), a man in fall and already only with underwear, a naked man at the bottom and at risk of falling into the water, and another going up already with more clothes. On the sides of the wheel are four more human figures, standing. The wheel reminds us of what human life is like in the midst of volatile fortune.",https://iiifmanifests.ifilosofia.up.pt/image-server/iiif/2/d1a10c1b-2b63-4131-984c-2ee6cba78091_roda%20fortuna%20homem%20agua.png,"- Brown, Andrea Denny, Fashioning Change. The Trope of Clothing in High – and Late – Medieval England, Columbus: Ohio State University Press, 2012."
